7/24/2025, 23:32:16, 126
7/24/2025, 23:45:14, 108
7/25/2025, 24:00:12, 97
7/25/2025, 24:15:21, 118
7/25/2025, 24:30:16, 93
7/25/2025, 24:45:15, 78
7/25/2025, 01:00:18, 78
7/25/2025, 01:15:12, 62
7/25/2025, 01:30:15, 50
7/25/2025, 01:45:19, 49
7/25/2025, 02:00:14, 57
7/25/2025, 02:15:13, 59
7/25/2025, 02:30:17, 48
7/25/2025, 02:45:15, 55
7/25/2025, 03:00:16, 65
7/25/2025, 03:15:16, 79
7/25/2025, 03:30:16, 102
7/25/2025, 03:45:15, 119
7/25/2025, 04:00:20, 155
7/25/2025, 04:15:12, 130
7/25/2025, 04:30:16, 115
7/25/2025, 04:45:16, 98
7/25/2025, 05:00:18, 103
7/25/2025, 05:15:17, 132
7/25/2025, 05:30:15, 157
7/25/2025, 05:45:13, 204
7/25/2025, 06:00:15, 223
7/25/2025, 06:15:15, 215
7/25/2025, 06:30:16, 235
7/25/2025, 06:45:15, 289
7/25/2025, 07:00:18, 282
7/25/2025, 07:15:14, 294
7/25/2025, 07:30:17, 399
7/25/2025, 07:45:13, 455
7/25/2025, 08:00:16, 624
7/25/2025, 08:15:16, 710
7/25/2025, 08:30:17, 761
7/25/2025, 08:45:13, 839
7/25/2025, 09:00:13, 1024
7/25/2025, 09:15:14, 1112
7/25/2025, 09:30:16, 1317
7/25/2025, 09:45:14, 1410
7/25/2025, 10:00:20, 1633
7/25/2025, 10:15:13, 1909
7/25/2025, 10:30:17, 1954
7/25/2025, 10:45:15, 2001
7/25/2025, 11:00:18, 2175
7/25/2025, 11:15:13, 2625
7/25/2025, 11:30:16, 3172
7/25/2025, 11:45:16, 4170
7/25/2025, 12:00:16, 8210
7/25/2025, 12:15:15, 15089
7/25/2025, 12:30:15, 18183
7/25/2025, 12:45:12, 19207
7/25/2025, 13:00:14, 14033
7/25/2025, 13:15:13, 7106
7/25/2025, 13:30:24, 5408
7/25/2025, 13:45:15, 4752
7/25/2025, 14:00:18, 5074
7/25/2025, 14:15:13, 5342
7/25/2025, 14:30:17, 5254
7/25/2025, 14:45:11, 5842
7/25/2025, 15:00:17, 7480
7/25/2025, 15:15:14, 9634
7/25/2025, 15:30:17, 13229
7/25/2025, 15:45:17, 16197
7/25/2025, 16:00:15, 16993
7/25/2025, 16:15:16, 18837
7/25/2025, 16:30:13, 19739
7/25/2025, 16:45:14, 20226
7/25/2025, 17:00:18, 18869
7/25/2025, 17:15:17, 8810
7/25/2025, 17:30:19, 5828
7/25/2025, 17:45:15, 4428
7/25/2025, 18:00:18, 2688
7/25/2025, 18:15:13, 1973
7/25/2025, 18:30:15, 1452
7/25/2025, 18:45:11, 1276
7/25/2025, 19:00:15, 1035
7/25/2025, 19:15:13, 814
7/25/2025, 19:30:20, 702
7/25/2025, 19:45:17, 595
7/25/2025, 20:00:18, 580
7/25/2025, 20:15:18, 530
7/25/2025, 20:30:15, 463
7/25/2025, 20:45:13, 419
7/25/2025, 21:00:13, 385
7/25/2025, 21:15:15, 338
7/25/2025, 21:30:14, 340
7/25/2025, 21:45:14, 331
7/25/2025, 22:00:14, 296
7/25/2025, 22:15:14, 265
7/25/2025, 22:30:17, 262
7/25/2025, 22:45:15, 232
7/25/2025, 23:00:12, 239
7/25/2025, 23:15:17, 213
7/25/2025, 23:30:17, 189
7/25/2025, 23:45:13, 218
7/26/2025, 24:00:16, 192
7/26/2025, 24:15:14, 196
7/26/2025, 24:30:16, 213
7/26/2025, 24:45:13, 220
7/26/2025, 01:00:19, 208
7/26/2025, 01:15:16, 219
7/26/2025, 01:30:15, 239
7/26/2025, 01:45:14, 265
7/26/2025, 02:00:15, 247
7/26/2025, 02:15:15, 210
7/26/2025, 02:30:14, 197
7/26/2025, 02:45:11, 213
7/26/2025, 03:00:17, 188
7/26/2025, 03:15:15, 192
7/26/2025, 03:30:16, 185
7/26/2025, 03:45:11, 166
7/26/2025, 04:00:17, 171
7/26/2025, 04:15:13, 170
7/26/2025, 04:30:17, 178
7/26/2025, 04:45:16, 172
7/26/2025, 05:00:13, 209
7/26/2025, 05:15:13, 229
7/26/2025, 05:30:16, 276
7/26/2025, 05:45:19, 262
7/26/2025, 06:00:19, 313
7/26/2025, 06:15:12, 301
7/26/2025, 06:30:19, 330
7/26/2025, 06:45:13, 375
7/26/2025, 07:00:12, 470
7/26/2025, 07:15:18, 549
7/26/2025, 07:30:16, 656
7/26/2025, 07:45:16, 807
7/26/2025, 08:00:16, 1064
7/26/2025, 08:15:17, 1371
7/26/2025, 08:30:20, 1783
7/26/2025, 08:45:14, 2591
7/26/2025, 09:00:20, 3375
7/26/2025, 09:15:19, 5676
7/26/2025, 09:30:11, 5134
7/26/2025, 09:45:13, 5243
7/26/2025, 10:00:15, 5988
7/26/2025, 10:15:13, 6889
7/26/2025, 10:30:11, 7414
7/26/2025, 10:45:11, 7080
7/26/2025, 11:00:12, 8174
7/26/2025, 11:15:17, 12212
7/26/2025, 11:30:13, 13953
7/26/2025, 11:45:15, 15978
7/26/2025, 12:00:14, 17010
7/26/2025, 12:15:13, 17621
7/26/2025, 12:30:11, 13847
7/26/2025, 12:45:15, 6652
7/26/2025, 13:00:13, 5015
7/26/2025, 13:15:15, 4149
7/26/2025, 13:30:14, 4019
7/26/2025, 13:45:15, 4055
7/26/2025, 14:00:16, 4056
7/26/2025, 14:15:16, 4149
7/26/2025, 14:30:16, 4966
7/26/2025, 14:45:12, 5702
7/26/2025, 15:00:16, 7333
7/26/2025, 15:15:10, 11506
7/26/2025, 15:30:15, 14393
7/26/2025, 15:45:15, 15951
7/26/2025, 16:00:16, 16687
7/26/2025, 16:15:14, 17254
7/26/2025, 16:30:12, 17567
7/26/2025, 16:45:15, 17681
7/26/2025, 17:00:16, 8030
7/26/2025, 17:15:12, 5088
7/26/2025, 17:30:18, 3834
7/26/2025, 17:45:12, 2791
7/26/2025, 18:00:17, 1895
7/26/2025, 18:15:14, 1476
7/26/2025, 18:30:16, 1251
7/26/2025, 18:45:11, 1148
7/26/2025, 19:00:15, 875
7/26/2025, 19:15:11, 706
7/26/2025, 19:30:15, 613
7/26/2025, 19:45:14, 538
7/26/2025, 20:00:15, 473
7/26/2025, 20:15:11, 460
7/26/2025, 20:30:16, 460
7/26/2025, 20:45:13, 438
7/26/2025, 21:00:15, 401
7/26/2025, 21:15:18, 328
7/26/2025, 21:30:16, 326
7/26/2025, 21:45:14, 305
7/26/2025, 22:00:16, 318
7/26/2025, 22:15:15, 278
7/26/2025, 22:30:16, 310
7/26/2025, 22:45:15, 310
7/26/2025, 23:00:16, 294
7/26/2025, 23:15:11, 227
7/26/2025, 23:30:11, 226
7/26/2025, 23:45:12, 207
7/27/2025, 24:00:17, 216
7/27/2025, 24:15:14, 217
7/27/2025, 24:30:12, 224
7/27/2025, 24:45:12, 216
7/27/2025, 01:00:13, 182
7/27/2025, 01:15:14, 193
7/27/2025, 01:30:14, 196
7/27/2025, 01:45:20, 202
7/27/2025, 02:00:18, 186
7/27/2025, 02:15:16, 191
7/27/2025, 02:30:12, 203
7/27/2025, 02:45:14, 211
7/27/2025, 03:00:12, 227
7/27/2025, 03:15:14, 218
7/27/2025, 03:30:16, 221
7/27/2025, 03:45:11, 195
7/27/2025, 04:00:17, 189
7/27/2025, 04:15:13, 203
7/27/2025, 04:30:14, 200
7/27/2025, 04:45:14, 195
